"","V1","DateTime","site","flow"
"1352",1352,"2019-10-18 08:00:00","WSSC",163.11
"1353",1353,"2019-10-18 09:00:00","WSSC",163.11
"1354",1354,"2019-10-18 10:00:00","WSSC",163.11
"1355",1355,"2019-10-18 11:00:00","WSSC",163.11
"1356",1356,"2019-10-18 12:00:00","WSSC",163.11
"1357",1357,"2019-10-18 13:00:00","WSSC",163.11
"1358",1358,"2019-10-18 14:00:00","WSSC",163.11
"1359",1359,"2019-10-18 15:00:00","WSSC",163.11
"1360",1360,"2019-10-18 16:00:00","WSSC",163.11
"1361",1361,"2019-10-18 17:00:00","WSSC",163.11
"1362",1362,"2019-10-18 18:00:00","WSSC",163.11
"1363",1363,"2019-10-18 19:00:00","WSSC",163.11
"1364",1364,"2019-10-18 20:00:00","WSSC",163.11
"1365",1365,"2019-10-18 21:00:00","WSSC",163.11
"1366",1366,"2019-10-18 22:00:00","WSSC",163.11
"1367",1367,"2019-10-18 23:00:00","WSSC",163.11
"1368",1368,"2019-10-19 00:00:00","WSSC",162.92
"1369",1369,"2019-10-19 01:00:00","WSSC",162.92
"1370",1370,"2019-10-19 02:00:00","WSSC",162.92
"1371",1371,"2019-10-19 03:00:00","WSSC",162.92
"1372",1372,"2019-10-19 04:00:00","WSSC",162.92
"1373",1373,"2019-10-19 05:00:00","WSSC",162.92
"1374",1374,"2019-10-19 06:00:00","WSSC",162.92
"1375",1375,"2019-10-19 07:00:00","WSSC",162.92
"1376",1376,"2019-10-19 08:00:00","WSSC",162.92
"1377",1377,"2019-10-19 09:00:00","WSSC",162.92
"1378",1378,"2019-10-19 10:00:00","WSSC",162.92
"1379",1379,"2019-10-19 11:00:00","WSSC",162.92
"1380",1380,"2019-10-19 12:00:00","WSSC",162.92
"1381",1381,"2019-10-19 13:00:00","WSSC",162.92
"1382",1382,"2019-10-19 14:00:00","WSSC",162.92
"1383",1383,"2019-10-19 15:00:00","WSSC",162.92
"1384",1384,"2019-10-19 16:00:00","WSSC",162.92
"1385",1385,"2019-10-19 17:00:00","WSSC",162.92
"1386",1386,"2019-10-19 18:00:00","WSSC",162.92
"1387",1387,"2019-10-19 19:00:00","WSSC",162.92
"1388",1388,"2019-10-19 20:00:00","WSSC",162.92
"1389",1389,"2019-10-19 21:00:00","WSSC",162.92
"1390",1390,"2019-10-19 22:00:00","WSSC",162.92
"1391",1391,"2019-10-19 23:00:00","WSSC",162.92
"1392",1392,"2019-10-20 00:00:00","WSSC",156.54
"1393",1393,"2019-10-20 01:00:00","WSSC",156.54
"1394",1394,"2019-10-20 02:00:00","WSSC",156.54
"1395",1395,"2019-10-20 03:00:00","WSSC",156.54
"1396",1396,"2019-10-20 04:00:00","WSSC",156.54
"1397",1397,"2019-10-20 05:00:00","WSSC",156.54
"1398",1398,"2019-10-20 06:00:00","WSSC",156.54
"1399",1399,"2019-10-20 07:00:00","WSSC",156.54
"1400",1400,"2019-10-20 08:00:00","WSSC",156.54
"1401",1401,"2019-10-20 09:00:00","WSSC",156.54
"1402",1402,"2019-10-20 10:00:00","WSSC",156.54
"1403",1403,"2019-10-20 11:00:00","WSSC",156.54
"1404",1404,"2019-10-20 12:00:00","WSSC",156.54
"1405",1405,"2019-10-20 13:00:00","WSSC",156.54
"1406",1406,"2019-10-20 14:00:00","WSSC",156.54
"1407",1407,"2019-10-20 15:00:00","WSSC",156.54
"1408",1408,"2019-10-20 16:00:00","WSSC",156.54
"1409",1409,"2019-10-20 17:00:00","WSSC",156.54
"1410",1410,"2019-10-20 18:00:00","WSSC",156.54
"1411",1411,"2019-10-20 19:00:00","WSSC",156.54
"1412",1412,"2019-10-20 20:00:00","WSSC",156.54
"1413",1413,"2019-10-20 21:00:00","WSSC",156.54
"1414",1414,"2019-10-20 22:00:00","WSSC",156.54
"1415",1415,"2019-10-20 23:00:00","WSSC",156.54
"1416",1416,"2019-10-21 00:00:00","WSSC",167.84
"1417",1417,"2019-10-21 01:00:00","WSSC",167.84
"1418",1418,"2019-10-21 02:00:00","WSSC",167.84
"1419",1419,"2019-10-21 03:00:00","WSSC",167.84
"1420",1420,"2019-10-21 04:00:00","WSSC",167.84
"1421",1421,"2019-10-21 05:00:00","WSSC",167.84
"1422",1422,"2019-10-21 06:00:00","WSSC",167.84
"1423",1423,"2019-10-21 07:00:00","WSSC",167.84
"1424",1424,"2019-10-21 08:00:00","WSSC",167.84
"1425",1425,"2019-10-21 09:00:00","WSSC",167.84
"1426",1426,"2019-10-21 10:00:00","WSSC",167.84
"1427",1427,"2019-10-21 11:00:00","WSSC",167.84
"1428",1428,"2019-10-21 12:00:00","WSSC",167.84
"1429",1429,"2019-10-21 13:00:00","WSSC",167.84
"1430",1430,"2019-10-21 14:00:00","WSSC",167.84
"1431",1431,"2019-10-21 15:00:00","WSSC",167.84
"1432",1432,"2019-10-21 16:00:00","WSSC",167.84
"1433",1433,"2019-10-21 17:00:00","WSSC",167.84
"1434",1434,"2019-10-21 18:00:00","WSSC",167.84
"1435",1435,"2019-10-21 19:00:00","WSSC",167.84
"1436",1436,"2019-10-21 20:00:00","WSSC",167.84
"1437",1437,"2019-10-21 21:00:00","WSSC",167.84
"1438",1438,"2019-10-21 22:00:00","WSSC",167.84
"1439",1439,"2019-10-21 23:00:00","WSSC",167.84
"1440",1440,"2019-10-22 00:00:00","WSSC",165.55
"1441",1441,"2019-10-22 01:00:00","WSSC",165.55
"1442",1442,"2019-10-22 02:00:00","WSSC",165.55
"1443",1443,"2019-10-22 03:00:00","WSSC",165.55
"1444",1444,"2019-10-22 04:00:00","WSSC",165.55
"1445",1445,"2019-10-22 05:00:00","WSSC",165.55
"1446",1446,"2019-10-22 06:00:00","WSSC",165.55
"1447",1447,"2019-10-22 07:00:00","WSSC",165.55
"1448",1448,"2019-10-22 08:00:00","WSSC",165.55
"1449",1449,"2019-10-22 09:00:00","WSSC",165.55
"1450",1450,"2019-10-22 10:00:00","WSSC",165.55
"1451",1451,"2019-10-22 11:00:00","WSSC",165.55
"1452",1452,"2019-10-22 12:00:00","WSSC",165.55
"1453",1453,"2019-10-22 13:00:00","WSSC",165.55
"1454",1454,"2019-10-22 14:00:00","WSSC",165.55
"1455",1455,"2019-10-22 15:00:00","WSSC",165.55
"1456",1456,"2019-10-22 16:00:00","WSSC",165.55
"1457",1457,"2019-10-22 17:00:00","WSSC",165.55
"1458",1458,"2019-10-22 18:00:00","WSSC",165.55
"1459",1459,"2019-10-22 19:00:00","WSSC",165.55
"1460",1460,"2019-10-22 20:00:00","WSSC",165.55
"1461",1461,"2019-10-22 21:00:00","WSSC",165.55
"1462",1462,"2019-10-22 22:00:00","WSSC",165.55
"1463",1463,"2019-10-22 23:00:00","WSSC",165.55
"1464",1464,"2019-10-23 00:00:00","WSSC",152.86
"1465",1465,"2019-10-23 01:00:00","WSSC",152.86
"1466",1466,"2019-10-23 02:00:00","WSSC",152.86
"1467",1467,"2019-10-23 03:00:00","WSSC",152.86
"1468",1468,"2019-10-23 04:00:00","WSSC",152.86
"1469",1469,"2019-10-23 05:00:00","WSSC",152.86
"1470",1470,"2019-10-23 06:00:00","WSSC",152.86
"1471",1471,"2019-10-23 07:00:00","WSSC",152.86
"1472",1472,"2019-10-23 08:00:00","WSSC",152.86
"1473",1473,"2019-10-23 09:00:00","WSSC",152.86
"1474",1474,"2019-10-23 10:00:00","WSSC",152.86
"1475",1475,"2019-10-23 11:00:00","WSSC",152.86
"1476",1476,"2019-10-23 12:00:00","WSSC",152.86
"1477",1477,"2019-10-23 13:00:00","WSSC",152.86
"1478",1478,"2019-10-23 14:00:00","WSSC",152.86
"1479",1479,"2019-10-23 15:00:00","WSSC",152.86
"1480",1480,"2019-10-23 16:00:00","WSSC",152.86
"1481",1481,"2019-10-23 17:00:00","WSSC",152.86
"1482",1482,"2019-10-23 18:00:00","WSSC",152.86
"1483",1483,"2019-10-23 19:00:00","WSSC",152.86
"1484",1484,"2019-10-23 20:00:00","WSSC",152.86
"1485",1485,"2019-10-23 21:00:00","WSSC",152.86
"1486",1486,"2019-10-23 22:00:00","WSSC",152.86
"1487",1487,"2019-10-23 23:00:00","WSSC",152.86
"1488",1488,"2019-10-24 00:00:00","WSSC",152.03
"1489",1489,"2019-10-24 01:00:00","WSSC",152.03
"1490",1490,"2019-10-24 02:00:00","WSSC",152.03
"1491",1491,"2019-10-24 03:00:00","WSSC",152.03
"1492",1492,"2019-10-24 04:00:00","WSSC",152.03
"1493",1493,"2019-10-24 05:00:00","WSSC",152.03
"1494",1494,"2019-10-24 06:00:00","WSSC",152.03
"1495",1495,"2019-10-24 07:00:00","WSSC",152.03
"1496",1496,"2019-10-24 08:00:00","WSSC",152.03
"1497",1497,"2019-10-24 09:00:00","WSSC",152.03
"1498",1498,"2019-10-24 10:00:00","WSSC",152.03
"1499",1499,"2019-10-24 11:00:00","WSSC",152.03
"1500",1500,"2019-10-24 12:00:00","WSSC",152.03
"1501",1501,"2019-10-24 13:00:00","WSSC",152.03
"1502",1502,"2019-10-24 14:00:00","WSSC",152.03
"1503",1503,"2019-10-24 15:00:00","WSSC",152.03
"1504",1504,"2019-10-24 16:00:00","WSSC",152.03
"1505",1505,"2019-10-24 17:00:00","WSSC",152.03
"1506",1506,"2019-10-24 18:00:00","WSSC",152.03
"1507",1507,"2019-10-24 19:00:00","WSSC",152.03
"1508",1508,"2019-10-24 20:00:00","WSSC",152.03
"1509",1509,"2019-10-24 21:00:00","WSSC",152.03
"1510",1510,"2019-10-24 22:00:00","WSSC",152.03
"1511",1511,"2019-10-24 23:00:00","WSSC",152.03
"1512",1512,"2019-10-25 00:00:00","WSSC",157.12
"1513",1513,"2019-10-25 01:00:00","WSSC",157.12
"1514",1514,"2019-10-25 02:00:00","WSSC",157.12
"1515",1515,"2019-10-25 03:00:00","WSSC",157.12
"1516",1516,"2019-10-25 04:00:00","WSSC",157.12
"1517",1517,"2019-10-25 05:00:00","WSSC",157.12
"1518",1518,"2019-10-25 06:00:00","WSSC",157.12
"1519",1519,"2019-10-25 07:00:00","WSSC",157.12
"1520",1520,"2019-10-25 08:00:00","WSSC",157.12
"1521",1521,"2019-10-25 09:00:00","WSSC",157.12
"1522",1522,"2019-10-25 10:00:00","WSSC",157.12
"1523",1523,"2019-10-25 11:00:00","WSSC",157.12
"1524",1524,"2019-10-25 12:00:00","WSSC",157.12
"1525",1525,"2019-10-25 13:00:00","WSSC",157.12
"1526",1526,"2019-10-25 14:00:00","WSSC",157.12
"1527",1527,"2019-10-25 15:00:00","WSSC",157.12
"1528",1528,"2019-10-25 16:00:00","WSSC",157.12
"1529",1529,"2019-10-25 17:00:00","WSSC",157.12
"1530",1530,"2019-10-25 18:00:00","WSSC",157.12
"1531",1531,"2019-10-25 19:00:00","WSSC",157.12
"1532",1532,"2019-10-25 20:00:00","WSSC",157.12
"1533",1533,"2019-10-25 21:00:00","WSSC",157.12
"1534",1534,"2019-10-25 22:00:00","WSSC",157.12
"1535",1535,"2019-10-25 23:00:00","WSSC",157.12
"1536",1536,"2019-10-26 00:00:00","WSSC",158.61
"1537",1537,"2019-10-26 01:00:00","WSSC",158.61
"1538",1538,"2019-10-26 02:00:00","WSSC",158.61
"1539",1539,"2019-10-26 03:00:00","WSSC",158.61
"1540",1540,"2019-10-26 04:00:00","WSSC",158.61
"1541",1541,"2019-10-26 05:00:00","WSSC",158.61
"1542",1542,"2019-10-26 06:00:00","WSSC",158.61
"1543",1543,"2019-10-26 07:00:00","WSSC",158.61
"1544",1544,"2019-10-26 08:00:00","WSSC",158.61
"1545",1545,"2019-10-26 09:00:00","WSSC",158.61
"1546",1546,"2019-10-26 10:00:00","WSSC",158.61
"1547",1547,"2019-10-26 11:00:00","WSSC",158.61
"1548",1548,"2019-10-26 12:00:00","WSSC",158.61
"1549",1549,"2019-10-26 13:00:00","WSSC",158.61
"1550",1550,"2019-10-26 14:00:00","WSSC",158.61
"1551",1551,"2019-10-26 15:00:00","WSSC",158.61
"1552",1552,"2019-10-26 16:00:00","WSSC",158.61
"1553",1553,"2019-10-26 17:00:00","WSSC",158.61
"1554",1554,"2019-10-26 18:00:00","WSSC",158.61
"1555",1555,"2019-10-26 19:00:00","WSSC",158.61
"1556",1556,"2019-10-26 20:00:00","WSSC",158.61
"1557",1557,"2019-10-26 21:00:00","WSSC",158.61
"1558",1558,"2019-10-26 22:00:00","WSSC",158.61
"1559",1559,"2019-10-26 23:00:00","WSSC",158.61
"1560",1560,"2019-10-27 00:00:00","WSSC",162.48
"1561",1561,"2019-10-27 01:00:00","WSSC",162.48
"1562",1562,"2019-10-27 02:00:00","WSSC",162.48
"1563",1563,"2019-10-27 03:00:00","WSSC",162.48
"1564",1564,"2019-10-27 04:00:00","WSSC",162.48
"1565",1565,"2019-10-27 05:00:00","WSSC",162.48
"1566",1566,"2019-10-27 06:00:00","WSSC",162.48
"1567",1567,"2019-10-27 07:00:00","WSSC",162.48
"1568",1568,"2019-10-27 08:00:00","WSSC",162.48
"1569",1569,"2019-10-27 09:00:00","WSSC",162.48
"1570",1570,"2019-10-27 10:00:00","WSSC",162.48
"1571",1571,"2019-10-27 11:00:00","WSSC",162.48
"1572",1572,"2019-10-27 12:00:00","WSSC",162.48
"1573",1573,"2019-10-27 13:00:00","WSSC",162.48
"1574",1574,"2019-10-27 14:00:00","WSSC",162.48
"1575",1575,"2019-10-27 15:00:00","WSSC",162.48
"1576",1576,"2019-10-27 16:00:00","WSSC",162.48
"1577",1577,"2019-10-27 17:00:00","WSSC",162.48
"1578",1578,"2019-10-27 18:00:00","WSSC",162.48
"1579",1579,"2019-10-27 19:00:00","WSSC",162.48
"1580",1580,"2019-10-27 20:00:00","WSSC",162.48
"1581",1581,"2019-10-27 21:00:00","WSSC",162.48
"1582",1582,"2019-10-27 22:00:00","WSSC",162.48
"1583",1583,"2019-10-27 23:00:00","WSSC",162.48
"1584",1584,"2019-10-28 00:00:00","WSSC",156.59
"1585",1585,"2019-10-28 01:00:00","WSSC",156.59
"1586",1586,"2019-10-28 02:00:00","WSSC",156.59
"1587",1587,"2019-10-28 03:00:00","WSSC",156.59
"1588",1588,"2019-10-28 04:00:00","WSSC",156.59
"1589",1589,"2019-10-28 05:00:00","WSSC",156.59
"1590",1590,"2019-10-28 06:00:00","WSSC",156.59
"1591",1591,"2019-10-28 07:00:00","WSSC",156.59
"1592",1592,"2019-10-28 08:00:00","WSSC",156.59
"1593",1593,"2019-10-28 09:00:00","WSSC",156.59
"1594",1594,"2019-10-28 10:00:00","WSSC",156.59
"1595",1595,"2019-10-28 11:00:00","WSSC",156.59
"1596",1596,"2019-10-28 12:00:00","WSSC",156.59
"1597",1597,"2019-10-28 13:00:00","WSSC",156.59
"1598",1598,"2019-10-28 14:00:00","WSSC",156.59
"1599",1599,"2019-10-28 15:00:00","WSSC",156.59
"1600",1600,"2019-10-28 16:00:00","WSSC",156.59
"1601",1601,"2019-10-28 17:00:00","WSSC",156.59
"1602",1602,"2019-10-28 18:00:00","WSSC",156.59
"1603",1603,"2019-10-28 19:00:00","WSSC",156.59
"1604",1604,"2019-10-28 20:00:00","WSSC",156.59
"1605",1605,"2019-10-28 21:00:00","WSSC",156.59
"1606",1606,"2019-10-28 22:00:00","WSSC",156.59
"1607",1607,"2019-10-28 23:00:00","WSSC",156.59
"1608",1608,"2019-10-29 00:00:00","WSSC",166.93
"1609",1609,"2019-10-29 01:00:00","WSSC",166.93
"1610",1610,"2019-10-29 02:00:00","WSSC",166.93
"1611",1611,"2019-10-29 03:00:00","WSSC",166.93
"1612",1612,"2019-10-29 04:00:00","WSSC",166.93
"1613",1613,"2019-10-29 05:00:00","WSSC",166.93
"1614",1614,"2019-10-29 06:00:00","WSSC",166.93
"1615",1615,"2019-10-29 07:00:00","WSSC",166.93
"1616",1616,"2019-10-29 08:00:00","WSSC",166.93
"1617",1617,"2019-10-29 09:00:00","WSSC",166.93
"1618",1618,"2019-10-29 10:00:00","WSSC",166.93
"1619",1619,"2019-10-29 11:00:00","WSSC",166.93
"1620",1620,"2019-10-29 12:00:00","WSSC",166.93
"1621",1621,"2019-10-29 13:00:00","WSSC",166.93
"1622",1622,"2019-10-29 14:00:00","WSSC",166.93
"1623",1623,"2019-10-29 15:00:00","WSSC",166.93
"1624",1624,"2019-10-29 16:00:00","WSSC",166.93
"1625",1625,"2019-10-29 17:00:00","WSSC",166.93
"1626",1626,"2019-10-29 18:00:00","WSSC",166.93
"1627",1627,"2019-10-29 19:00:00","WSSC",166.93
"1628",1628,"2019-10-29 20:00:00","WSSC",166.93
"1629",1629,"2019-10-29 21:00:00","WSSC",166.93
"1630",1630,"2019-10-29 22:00:00","WSSC",166.93
"1631",1631,"2019-10-29 23:00:00","WSSC",166.93
"1632",1632,"2019-10-30 00:00:00","WSSC",169.55
"1633",1633,"2019-10-30 01:00:00","WSSC",169.55
"1634",1634,"2019-10-30 02:00:00","WSSC",169.55
"1635",1635,"2019-10-30 03:00:00","WSSC",169.55
"1636",1636,"2019-10-30 04:00:00","WSSC",169.55
"1637",1637,"2019-10-30 05:00:00","WSSC",169.55
"1638",1638,"2019-10-30 06:00:00","WSSC",169.55
"1639",1639,"2019-10-30 07:00:00","WSSC",169.55
"1640",1640,"2019-10-30 08:00:00","WSSC",169.55
"1641",1641,"2019-10-30 09:00:00","WSSC",169.55
"1642",1642,"2019-10-30 10:00:00","WSSC",169.55
"1643",1643,"2019-10-30 11:00:00","WSSC",169.55
"1644",1644,"2019-10-30 12:00:00","WSSC",169.55
"1645",1645,"2019-10-30 13:00:00","WSSC",169.55
"1646",1646,"2019-10-30 14:00:00","WSSC",169.55
"1647",1647,"2019-10-30 15:00:00","WSSC",169.55
"1648",1648,"2019-10-30 16:00:00","WSSC",169.55
"1649",1649,"2019-10-30 17:00:00","WSSC",169.55
"1650",1650,"2019-10-30 18:00:00","WSSC",169.55
"1651",1651,"2019-10-30 19:00:00","WSSC",169.55
"1652",1652,"2019-10-30 20:00:00","WSSC",169.55
"1653",1653,"2019-10-30 21:00:00","WSSC",169.55
"1654",1654,"2019-10-30 22:00:00","WSSC",169.55
"1655",1655,"2019-10-30 23:00:00","WSSC",169.55
"1656",1656,"2019-10-31 00:00:00","WSSC",159.57
"1657",1657,"2019-10-31 01:00:00","WSSC",159.57
"1658",1658,"2019-10-31 02:00:00","WSSC",159.57
"1659",1659,"2019-10-31 03:00:00","WSSC",159.57
"1660",1660,"2019-10-31 04:00:00","WSSC",159.57
"1661",1661,"2019-10-31 05:00:00","WSSC",159.57
"1662",1662,"2019-10-31 06:00:00","WSSC",159.57
"1663",1663,"2019-10-31 07:00:00","WSSC",159.57
"1664",1664,"2019-10-31 08:00:00","WSSC",159.57
"1665",1665,"2019-10-31 09:00:00","WSSC",159.57
"1666",1666,"2019-10-31 10:00:00","WSSC",159.57
"1667",1667,"2019-10-31 11:00:00","WSSC",159.57
"1668",1668,"2019-10-31 12:00:00","WSSC",159.57
"1669",1669,"2019-10-31 13:00:00","WSSC",159.57
"1670",1670,"2019-10-31 14:00:00","WSSC",159.57
"1671",1671,"2019-10-31 15:00:00","WSSC",159.57
"1672",1672,"2019-10-31 16:00:00","WSSC",159.57
"1673",1673,"2019-10-31 17:00:00","WSSC",159.57
"1674",1674,"2019-10-31 18:00:00","WSSC",159.57
"1675",1675,"2019-10-31 19:00:00","WSSC",159.57
"1676",1676,"2019-10-31 20:00:00","WSSC",159.57
"1677",1677,"2019-10-31 21:00:00","WSSC",159.57
"1678",1678,"2019-10-31 22:00:00","WSSC",159.57
"1679",1679,"2019-10-31 23:00:00","WSSC",159.57
"1680",1680,"2019-11-01 00:00:00","WSSC",154.5
"1681",1681,"2019-11-01 01:00:00","WSSC",154.5
"1682",1682,"2019-11-01 02:00:00","WSSC",154.5
"1683",1683,"2019-11-01 03:00:00","WSSC",154.5
"1684",1684,"2019-11-01 04:00:00","WSSC",154.5
"1685",1685,"2019-11-01 05:00:00","WSSC",154.5
"1686",1686,"2019-11-01 06:00:00","WSSC",154.5
"1687",1687,"2019-11-01 07:00:00","WSSC",154.5
"1688",1688,"2019-11-01 08:00:00","WSSC",154.5
"1689",1689,"2019-11-01 09:00:00","WSSC",154.5
"1690",1690,"2019-11-01 10:00:00","WSSC",154.5
"1691",1691,"2019-11-01 11:00:00","WSSC",154.5
"1692",1692,"2019-11-01 12:00:00","WSSC",154.5
"1693",1693,"2019-11-01 13:00:00","WSSC",154.5
"1694",1694,"2019-11-01 14:00:00","WSSC",154.5
"1695",1695,"2019-11-01 15:00:00","WSSC",154.5
"1696",1696,"2019-11-01 16:00:00","WSSC",154.5
"1697",1697,"2019-11-01 17:00:00","WSSC",154.5
"1698",1698,"2019-11-01 18:00:00","WSSC",154.5
"1699",1699,"2019-11-01 19:00:00","WSSC",154.5
"1700",1700,"2019-11-01 20:00:00","WSSC",154.5
"1701",1701,"2019-11-01 21:00:00","WSSC",154.5
"1702",1702,"2019-11-01 22:00:00","WSSC",154.5
"1703",1703,"2019-11-01 23:00:00","WSSC",154.5
"1704",1704,"2019-11-02 00:00:00","WSSC",125.15
"1705",1705,"2019-11-02 01:00:00","WSSC",125.15
"1706",1706,"2019-11-02 02:00:00","WSSC",125.15
"1707",1707,"2019-11-02 03:00:00","WSSC",125.15
"1708",1708,"2019-11-02 04:00:00","WSSC",125.15
"1709",1709,"2019-11-02 05:00:00","WSSC",125.15
"1710",1710,"2019-11-02 06:00:00","WSSC",125.15
"1711",1711,"2019-11-02 07:00:00","WSSC",125.15
"1712",1712,"2019-11-02 08:00:00","WSSC",125.15
"1713",1713,"2019-11-02 09:00:00","WSSC",125.15
"1714",1714,"2019-11-02 10:00:00","WSSC",125.15
"1715",1715,"2019-11-02 11:00:00","WSSC",125.15
"1716",1716,"2019-11-02 12:00:00","WSSC",125.15
"1717",1717,"2019-11-02 13:00:00","WSSC",125.15
"1718",1718,"2019-11-02 14:00:00","WSSC",125.15
"1719",1719,"2019-11-02 15:00:00","WSSC",125.15
"1720",1720,"2019-11-02 16:00:00","WSSC",125.15
"1721",1721,"2019-11-02 17:00:00","WSSC",125.15
"1722",1722,"2019-11-02 18:00:00","WSSC",125.15
"1723",1723,"2019-11-02 19:00:00","WSSC",125.15
"1724",1724,"2019-11-02 20:00:00","WSSC",125.15
"1725",1725,"2019-11-02 21:00:00","WSSC",125.15
"1726",1726,"2019-11-02 22:00:00","WSSC",125.15
"1727",1727,"2019-11-02 23:00:00","WSSC",125.15
"1728",1728,"2019-11-03 00:00:00","WSSC",169.13
"1729",1729,"2019-11-03 01:00:00","WSSC",169.13
"1730",1730,"2019-11-03 02:00:00","WSSC",169.13
"1731",1731,"2019-11-03 03:00:00","WSSC",169.13
"1732",1732,"2019-11-03 04:00:00","WSSC",169.13
"1733",1733,"2019-11-03 05:00:00","WSSC",169.13
"1734",1734,"2019-11-03 06:00:00","WSSC",169.13
"1735",1735,"2019-11-03 07:00:00","WSSC",169.13
"1736",1736,"2019-11-03 08:00:00","WSSC",169.13
"1737",1737,"2019-11-03 09:00:00","WSSC",169.13
"1738",1738,"2019-11-03 10:00:00","WSSC",169.13
"1739",1739,"2019-11-03 11:00:00","WSSC",169.13
"1740",1740,"2019-11-03 12:00:00","WSSC",169.13
"1741",1741,"2019-11-03 13:00:00","WSSC",169.13
"1742",1742,"2019-11-03 14:00:00","WSSC",169.13
"1743",1743,"2019-11-03 15:00:00","WSSC",169.13
"1744",1744,"2019-11-03 16:00:00","WSSC",169.13
"1745",1745,"2019-11-03 17:00:00","WSSC",169.13
"1746",1746,"2019-11-03 18:00:00","WSSC",169.13
"1747",1747,"2019-11-03 19:00:00","WSSC",169.13
"1748",1748,"2019-11-03 20:00:00","WSSC",169.13
"1749",1749,"2019-11-03 21:00:00","WSSC",169.13
"1750",1750,"2019-11-03 22:00:00","WSSC",169.13
"1751",1751,"2019-11-04 00:00:00","WSSC",379.56
"1752",1752,"2019-11-04 01:00:00","WSSC",379.56
"1753",1753,"2019-11-04 02:00:00","WSSC",379.56
"1754",1754,"2019-11-04 03:00:00","WSSC",379.56
"1755",1755,"2019-11-04 04:00:00","WSSC",379.56
"1756",1756,"2019-11-04 05:00:00","WSSC",379.56
"1757",1757,"2019-11-04 06:00:00","WSSC",379.56
"1758",1758,"2019-11-04 07:00:00","WSSC",379.56
"1759",1759,"2019-11-04 08:00:00","WSSC",379.56
"1760",1760,"2019-11-04 09:00:00","WSSC",379.56
"1761",1761,"2019-11-04 10:00:00","WSSC",379.56
"1762",1762,"2019-11-04 11:00:00","WSSC",379.56
"1763",1763,"2019-11-04 12:00:00","WSSC",379.56
"1764",1764,"2019-11-04 13:00:00","WSSC",379.56
"1765",1765,"2019-11-04 14:00:00","WSSC",379.56
"1766",1766,"2019-11-04 15:00:00","WSSC",379.56
"1767",1767,"2019-11-04 16:00:00","WSSC",379.56
"1768",1768,"2019-11-04 17:00:00","WSSC",379.56
"1769",1769,"2019-11-04 18:00:00","WSSC",379.56
"1770",1770,"2019-11-04 19:00:00","WSSC",379.56
"1771",1771,"2019-11-04 20:00:00","WSSC",379.56
"1772",1772,"2019-11-04 21:00:00","WSSC",379.56
"1773",1773,"2019-11-04 22:00:00","WSSC",379.56
"1774",1774,"2019-11-04 23:00:00","WSSC",379.56
"1775",1775,"2019-11-05 00:00:00","WSSC",143.57
"1776",1776,"2019-11-05 01:00:00","WSSC",143.57
"1777",1777,"2019-11-05 02:00:00","WSSC",143.57
"1778",1778,"2019-11-05 03:00:00","WSSC",143.57
"1779",1779,"2019-11-05 04:00:00","WSSC",143.57
"1780",1780,"2019-11-05 05:00:00","WSSC",143.57
"1781",1781,"2019-11-05 06:00:00","WSSC",143.57
"1782",1782,"2019-11-05 07:00:00","WSSC",143.57
"1783",1783,"2019-11-05 08:00:00","WSSC",143.57
"1784",1784,"2019-11-05 09:00:00","WSSC",143.57
"1785",1785,"2019-11-05 10:00:00","WSSC",143.57
"1786",1786,"2019-11-05 11:00:00","WSSC",143.57
"1787",1787,"2019-11-05 12:00:00","WSSC",143.57
"1788",1788,"2019-11-05 13:00:00","WSSC",143.57
"1789",1789,"2019-11-05 14:00:00","WSSC",143.57
"1790",1790,"2019-11-05 15:00:00","WSSC",143.57
"1791",1791,"2019-11-05 16:00:00","WSSC",143.57
"1792",1792,"2019-11-05 17:00:00","WSSC",143.57
"1793",1793,"2019-11-05 18:00:00","WSSC",143.57
"1794",1794,"2019-11-05 19:00:00","WSSC",143.57
"1795",1795,"2019-11-05 20:00:00","WSSC",143.57
"1796",1796,"2019-11-05 21:00:00","WSSC",143.57
"1797",1797,"2019-11-05 22:00:00","WSSC",143.57
"1798",1798,"2019-11-05 23:00:00","WSSC",143.57
"1799",1799,"2019-11-06 00:00:00","WSSC",144.34
"1800",1800,"2019-11-06 01:00:00","WSSC",144.34
"1801",1801,"2019-11-06 02:00:00","WSSC",144.34
"1802",1802,"2019-11-06 03:00:00","WSSC",144.34
"1803",1803,"2019-11-06 04:00:00","WSSC",144.34
"1804",1804,"2019-11-06 05:00:00","WSSC",144.34
"1805",1805,"2019-11-06 06:00:00","WSSC",144.34
"1806",1806,"2019-11-06 07:00:00","WSSC",144.34
"1807",1807,"2019-11-06 08:00:00","WSSC",144.34
"1808",1808,"2019-11-06 09:00:00","WSSC",144.34
"1809",1809,"2019-11-06 10:00:00","WSSC",144.34
"1810",1810,"2019-11-06 11:00:00","WSSC",144.34
"1811",1811,"2019-11-06 12:00:00","WSSC",144.34
"1812",1812,"2019-11-06 13:00:00","WSSC",144.34
"1813",1813,"2019-11-06 14:00:00","WSSC",144.34
"1814",1814,"2019-11-06 15:00:00","WSSC",144.34
"1815",1815,"2019-11-06 16:00:00","WSSC",144.34
"1816",1816,"2019-11-06 17:00:00","WSSC",144.34
"1817",1817,"2019-11-06 18:00:00","WSSC",144.34
